UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure,Failure_Probability,Risk Score,Decision,Expected Cost,Savings
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,0,0.0010772617613682975,0.10772617613682975,NO ACTION,5.3863088068414875,0
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,0,0.023029993935924444,2.302999393592444,NO ACTION,115.14996967962222,0
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,0,0.0016923979094328543,0.16923979094328542,NO ACTION,8.461989547164272,0
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,0,0.0016910007637532087,0.16910007637532087,NO ACTION,8.455003818766043,0
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,0,0.012882205703613666,1.2882205703613667,NO ACTION,64.41102851806833,0
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,0,0.0354083811963726,3.54083811963726,NO ACTION,177.041905981863,0
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,0,0.004861606743529807,0.4861606743529807,NO ACTION,24.308033717649035,0
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,0,0.025797879058361214,2.5797879058361213,NO ACTION,128.98939529180606,0
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,0,0.006105677932750845,0.6105677932750845,NO ACTION,30.528389663754226,0
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,1,0.4318757272501768,43.18757272501768,SCHEDULE MAINTENANCE,2159.378636250884,0
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,0,0.00505005569020852,0.505005569020852,NO ACTION,25.2502784510426,0
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,0,0.022400355056995256,2.2400355056995256,NO ACTION,112.00177528497628,0
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,0,0.007357273297746886,0.7357273297746886,NO ACTION,36.78636648873443,0
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,0,0.0027899363242229517,0.2789936324222952,NO ACTION,13.949681621114758,0
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,0,0.014639099799483012,1.4639099799483013,NO ACTION,73.19549899741506,0
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,0,0.004085113999141628,0.40851139991416285,NO ACTION,20.42556999570814,0
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,0,0.015551366571750118,1.5551366571750118,NO ACTION,77.75683285875058,0
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,0,0.0077427254630289735,0.7742725463028973,NO ACTION,38.71362731514487,0
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,0,0.0028023891569540047,0.2802389156954005,NO ACTION,14.011945784770024,0
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,0,0.012297969123911479,1.2297969123911479,NO ACTION,61.48984561955739,0
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,0,0.033834836876148695,3.3834836876148695,NO ACTION,169.17418438074347,0
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,0,0.005282977103365898,0.5282977103365898,NO ACTION,26.41488551682949,0
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,1,0.385104230870593,38.510423087059294,NO ACTION,1925.521154352965,0
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,0,0.006796238801339441,0.679623880133944,NO ACTION,33.9811940066972,0
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,0,0.013995056770412823,1.3995056770412821,NO ACTION,69.97528385206411,0
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,0,0.0025678193739125748,0.2567819373912575,NO ACTION,12.839096869562875,0
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,0,0.0028300408573637735,0.28300408573637736,NO ACTION,14.150204286818868,0
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,0,0.03420058977444922,3.4200589774449215,NO ACTION,171.0029488722461,0
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,0,0.006753789746198373,0.6753789746198373,NO ACTION,33.768948730991866,0
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,0,0.008311622078904898,0.8311622078904898,NO ACTION,41.55811039452449,0
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,0,0.012975392251464136,1.2975392251464137,NO ACTION,64.87696125732069,0
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,0,0.004440262970866796,0.4440262970866796,NO ACTION,22.20131485433398,0
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,0,0.005204811512468667,0.5204811512468667,NO ACTION,26.024057562343334,0
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,0,0.002454142875956953,0.2454142875956953,NO ACTION,12.270714379784765,0
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,0,0.021530169415472075,2.1530169415472074,NO ACTION,107.65084707736038,0
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,0,0.09985575553057098,9.985575553057098,NO ACTION,499.2787776528549,0
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,0,0.005502703387845399,0.5502703387845399,NO ACTION,27.513516939226996,0
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,0,0.004052029506192573,0.40520295061925726,NO ACTION,20.260147530962865,0
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,0,0.004654131569852204,0.4654131569852204,NO ACTION,23.27065784926102,0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,0,0.0012934779359474245,0.12934779359474244,NO ACTION,6.467389679737122,0
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,0,0.08776660461330679,8.77666046133068,NO ACTION,438.83302306653394,0
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,0,0.02058044895874975,2.0580448958749753,NO ACTION,102.90224479374875,0
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,0,0.005900108359326396,0.5900108359326396,NO ACTION,29.500541796631982,0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,0,0.021878413358414686,2.1878413358414686,NO ACTION,109.39206679207344,0
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,0,0.002145259849295619,0.2145259849295619,NO ACTION,10.726299246478096,0
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,0,0.005891576998152302,0.5891576998152303,NO ACTION,29.45788499076151,0
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,0,0.011089795914269672,1.1089795914269671,NO ACTION,55.44897957134836,0
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,0,0.04192272932970921,4.192272932970921,NO ACTION,209.61364664854605,0
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,0,0.003743746463996077,0.3743746463996077,NO ACTION,18.718732319980383,0
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,0,0.022971644175515536,2.2971644175515538,NO ACTION,114.85822087757768,0
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,0,0.019140168837097342,1.9140168837097342,NO ACTION,95.70084418548672,0
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,0,0.009619693388218881,0.9619693388218881,NO ACTION,48.09846694109441,0
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,0,0.011713741595290181,1.1713741595290181,NO ACTION,58.56870797645091,0
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,0,0.07368452367947666,7.368452367947666,NO ACTION,368.4226183973833,0
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,0,0.00434949992492006,0.43494999249200605,NO ACTION,21.7474996246003,0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,0,0.06563924025202152,6.563924025202152,NO ACTION,328.19620126010756,0
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,0,0.005982031062774436,0.5982031062774437,NO ACTION,29.91015531387218,0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,1,0.3538303211919886,35.38303211919886,NO ACTION,1769.151605959943,0
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,0,0.028267034929399994,2.8267034929399992,NO ACTION,141.33517464699997,0
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,0,0.06446438322410442,6.446438322410442,NO ACTION,322.3219161205221,0
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,0,0.00785844283201435,0.785844283201435,NO ACTION,39.29221416007175,0
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,0,0.009001150134366958,0.9001150134366958,NO ACTION,45.00575067183479,0
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,0,0.06217443317431201,6.217443317431201,NO ACTION,310.87216587156007,0
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,1,0.289615491499197,28.9615491499197,NO ACTION,1448.077457495985,0
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,1,0.3669561900408184,36.69561900408184,NO ACTION,1834.780950204092,0
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,0,0.0009697455690619912,0.09697455690619912,NO ACTION,4.848727845309956,0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,0,0.0017631808348573116,0.17631808348573116,NO ACTION,8.815904174286558,0
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,0,0.0016433557655567495,0.16433557655567496,NO ACTION,8.216778827783747,0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,0,0.0025246663910091665,0.25246663910091666,NO ACTION,12.623331955045833,0
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,0,0.0009212400040646788,0.09212400040646787,NO ACTION,4.606200020323394,0
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,0,0.001411636131932019,0.14116361319320192,NO ACTION,7.058180659660096,0
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,0,0.10485362544015953,10.485362544015953,NO ACTION,524.2681272007976,0
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,0,0.00037732950835566147,0.037732950835566145,NO ACTION,1.8866475417783073,0
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,0,0.0007716084689081287,0.07716084689081287,NO ACTION,3.8580423445406433,0
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,1,0.32887135593698746,32.887135593698744,NO ACTION,1644.3567796849372,0
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,0,0.0271183617432592,2.7118361743259203,NO ACTION,135.59180871629601,0
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,0,0.0012401651544562083,0.12401651544562084,NO ACTION,6.200825772281042,0
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,0,0.000757890836652824,0.07578908366528239,NO ACTION,3.7894541832641195,0
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,0,0.0006579643596617207,0.06579643596617207,NO ACTION,3.2898217983086036,0
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,0,0.00463156213050407,0.463156213050407,NO ACTION,23.15781065252035,0
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,0,0.0005758782638872183,0.057587826388721834,NO ACTION,2.879391319436092,0
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,0,0.003074660231143391,0.3074660231143391,NO ACTION,15.373301155716955,0
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,0,0.002357130546014823,0.2357130546014823,NO ACTION,11.785652730074116,0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,0,0.0011555274789847598,0.11555274789847597,NO ACTION,5.777637394923799,0
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,0,0.0016367820128875149,0.1636782012887515,NO ACTION,8.183910064437574,0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,0,0.0032713567737759257,0.3271356773775926,NO ACTION,16.356783868879628,0
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,0,0.0022203272373440192,0.22203272373440192,NO ACTION,11.101636186720096,0
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,0,0.002978760708888673,0.2978760708888673,NO ACTION,14.893803544443365,0
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,0,0.007992852863040426,0.7992852863040425,NO ACTION,39.96426431520213,0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,0,0.0008932646493921778,0.08932646493921778,NO ACTION,4.466323246960889,0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,0,0.0601762061167165,6.01762061167165,NO ACTION,300.8810305835825,0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,0,0.0017220609650134683,0.17220609650134683,NO ACTION,8.610304825067342,0
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,0,0.052613656900356034,5.261365690035603,NO ACTION,263.06828450178017,0
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,0,0.0008569286044765632,0.08569286044765631,NO ACTION,4.284643022382816,0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,0,0.0015165561450833861,0.15165561450833862,NO ACTION,7.582780725416931,0
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,0,0.0070324056944245945,0.7032405694424595,NO ACTION,35.16202847212297,0
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,0,0.007709780990849048,0.7709780990849048,NO ACTION,38.54890495424524,0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,0,0.018650865527813764,1.8650865527813765,NO ACTION,93.25432763906882,0
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,0,0.007412833861323032,0.7412833861323032,NO ACTION,37.064169306615156,0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,0,0.0077198105336597975,0.7719810533659798,NO ACTION,38.59905266829899,0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,0,0.00324698939183154,0.324698939183154,NO ACTION,16.2349469591577,0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,0,0.0019671216835868695,0.19671216835868693,NO ACTION,9.835608417934347,0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,0,0.015076593408137365,1.5076593408137364,NO ACTION,75.38296704068682,0
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,0,0.002186407321750533,0.21864073217505328,NO ACTION,10.932036608752664,0
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,0,0.013083013762463383,1.3083013762463382,NO ACTION,65.41506881231692,0
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,0,0.01019211005308184,1.019211005308184,NO ACTION,50.9605502654092,0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,0,0.006929304621758999,0.6929304621758999,NO ACTION,34.646523108794995,0
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,0,0.0007619210908716043,0.07619210908716044,NO ACTION,3.809605454358022,0
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,0,0.0048151655748035135,0.4815165574803514,NO ACTION,24.075827874017566,0
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,0,0.022648512874248655,2.2648512874248654,NO ACTION,113.24256437124328,0
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,0,0.0041065695984024864,0.41065695984024864,NO ACTION,20.53284799201243,0
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,0,0.007769668672002007,0.7769668672002007,NO ACTION,38.848343360010034,0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,0,0.0009747955855126861,0.09747955855126861,NO ACTION,4.8739779275634305,0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,0,0.017019336209119527,1.7019336209119527,NO ACTION,85.09668104559763,0
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,0,0.003465761296031796,0.3465761296031796,NO ACTION,17.328806480158978,0
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,0,0.012811666488951788,1.2811666488951787,NO ACTION,64.05833244475895,0
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,0,0.0021768439502467683,0.21768439502467685,NO ACTION,10.884219751233841,0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,0,0.0016199835071089503,0.16199835071089502,NO ACTION,8.099917535544751,0
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,0,0.011781733313345585,1.1781733313345584,NO ACTION,58.90866656672792,0
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,0,0.002905104257187411,0.2905104257187411,NO ACTION,14.525521285937055,0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,0,0.026073844330784284,2.6073844330784284,NO ACTION,130.36922165392141,0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,0,0.01049452394472145,1.049452394472145,NO ACTION,52.47261972360725,0
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,0,0.0062819466781974045,0.6281946678197404,NO ACTION,31.40973339098702,0
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,0,0.005229723772819909,0.5229723772819909,NO ACTION,26.148618864099546,0
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,0,0.004791570926320889,0.4791570926320889,NO ACTION,23.957854631604445,0
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,0,0.015474878409237556,1.5474878409237556,NO ACTION,77.37439204618778,0
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,0,0.013543917340837429,1.3543917340837428,NO ACTION,67.71958670418714,0
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,0,0.0016890966838477238,0.1689096683847724,NO ACTION,8.44548341923862,0
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,0,0.0183423272553156,1.83423272553156,NO ACTION,91.711636276578,0
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,0,0.029606786734935997,2.9606786734935997,NO ACTION,148.03393367468,0
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,0,0.05639469553362476,5.639469553362476,NO ACTION,281.9734776681238,0
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,0,0.015860199453953918,1.5860199453953918,NO ACTION,79.3009972697696,0
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,0,0.0031754730075630702,0.31754730075630705,NO ACTION,15.877365037815352,0
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,0,0.010562868966813901,1.05628689668139,NO ACTION,52.81434483406951,0
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,0,0.004016027629483989,0.4016027629483989,NO ACTION,20.080138147419948,0
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,0,0.01076893821004838,1.076893821004838,NO ACTION,53.8446910502419,0
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,0,0.0016872061010040176,0.16872061010040176,NO ACTION,8.436030505020089,0
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,0,0.005555488763189551,0.5555488763189551,NO ACTION,27.777443815947755,0
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,0,0.10486046342075823,10.486046342075824,NO ACTION,524.3023171037912,0
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,0,0.01540758755517689,1.540758755517689,NO ACTION,77.03793777588444,0
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,0,0.00375500109558677,0.37550010955867696,NO ACTION,18.77500547793385,0
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,0,0.015332351149641824,1.5332351149641825,NO ACTION,76.66175574820912,0
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,1,0.19822283839770696,19.822283839770698,NO ACTION,991.1141919885348,0
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,0,0.010541460405942712,1.0541460405942713,NO ACTION,52.70730202971356,0
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,0,0.008993479522343738,0.8993479522343738,NO ACTION,44.96739761171869,0
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,0,0.0066518254518610695,0.665182545186107,NO ACTION,33.259127259305345,0
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,0,0.0908897942202917,9.088979422029169,NO ACTION,454.4489711014585,0
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,0,0.0013302233745166056,0.13302233745166056,NO ACTION,6.651116872583028,0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,0,0.00042112120465255813,0.042112120465255816,NO ACTION,2.1056060232627907,0
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,0,0.002520857525871721,0.25208575258717214,NO ACTION,12.604287629358605,0
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,0,0.0003298892845366908,0.03298892845366908,NO ACTION,1.649446422683454,0
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,0,0.0013668905510745995,0.13668905510745996,NO ACTION,6.834452755372998,0
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,0,0.0005239566839325667,0.05239566839325667,NO ACTION,2.619783419662834,0
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,0,0.0012561521360377205,0.12561521360377206,NO ACTION,6.280760680188603,0
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,0,0.0013745668837725137,0.13745668837725136,NO ACTION,6.872834418862569,0
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,0,0.0006823292461837325,0.06823292461837326,NO ACTION,3.4116462309186626,0
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,0,0.00018766056388473418,0.01876605638847342,NO ACTION,0.9383028194236709,0
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,0,0.004495791565011852,0.44957915650118524,NO ACTION,22.47895782505926,0
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,0,0.0031652777910899676,0.31652777910899677,NO ACTION,15.826388955449838,0
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,0,0.04313790855171986,4.313790855171986,NO ACTION,215.6895427585993,0
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,0,0.00043138089110239536,0.04313808911023954,NO ACTION,2.156904455511977,0
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,0,0.0030685664053359146,0.30685664053359146,NO ACTION,15.342832026679574,0
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,0,0.002517160073211577,0.25171600732115773,NO ACTION,12.585800366057885,0
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,0,0.0005320185710296582,0.05320185710296582,NO ACTION,2.660092855148291,0
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,0,0.0008671866246082947,0.08671866246082947,NO ACTION,4.335933123041474,0
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,0,0.0014975830184786906,0.14975830184786906,NO ACTION,7.487915092393453,0
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,0,0.0004217958722381904,0.04217958722381904,NO ACTION,2.108979361190952,0
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,0,0.008152947501766174,0.8152947501766175,NO ACTION,40.76473750883087,0
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,0,0.0007174810429238017,0.07174810429238017,NO ACTION,3.5874052146190087,0
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,0,0.002251638329163012,0.2251638329163012,NO ACTION,11.25819164581506,0
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,0,0.003162793419975483,0.3162793419975483,NO ACTION,15.813967099877415,0
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,0,0.006120869235628632,0.6120869235628632,NO ACTION,30.60434617814316,0
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,0,0.00044062941973500294,0.044062941973500296,NO ACTION,2.203147098675015,0
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,0,0.0005560458015925677,0.055604580159256775,NO ACTION,2.7802290079628387,0
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,0,0.0010161632406237501,0.10161632406237502,NO ACTION,5.080816203118751,0
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,0,0.0015471902238735776,0.15471902238735777,NO ACTION,7.735951119367888,0
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,0,0.002575033442268162,0.2575033442268162,NO ACTION,12.87516721134081,0
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,0,0.0009405032706028167,0.09405032706028167,NO ACTION,4.702516353014084,0
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,0,0.010268845535198468,1.0268845535198468,NO ACTION,51.344227675992336,0
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,0,0.04947439030761967,4.947439030761967,NO ACTION,247.37195153809836,0
